ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2011-01-10,27857.73782400022,12125.264044819807,40439.24328999899,27857.73782400022,27857.73782400022,-2551.688358175452,-2551.688358175452,-2551.688358175452,-1666.2835831652349,-1666.2835831652349,-1666.2835831652349,-885.4047750102169,-885.4047750102169,-885.4047750102169,0.0,0.0,0.0,25306.04946582477
2011-01-11,27865.69473430323,17475.30358627814,44208.011769152894,27865.69473430323,27865.69473430323,3274.5633157853927,3274.5633157853927,3274.5633157853927,3275.0560697533297,3275.0560697533297,3275.0560697533297,-0.4927539679369978,-0.4927539679369978,-0.4927539679369978,0.0,0.0,0.0,31140.25805008862
2011-01-12,27873.651645629878,13596.32679919136,40381.37636088597,27873.651645629878,27873.651645629878,-609.62956867388,-609.62956867388,-609.62956867388,-1351.3264126698384,-1351.3264126698384,-1351.3264126698384,741.6968439959585,741.6968439959585,741.6968439959585,0.0,0.0,0.0,27264.022076955996
2011-01-13,27881.608556956522,22984.611784774643,49765.163077356294,27881.608556956522,27881.608556956522,8766.068080093783,8766.068080093783,8766.068080093783,7440.110857864652,7440.110857864652,7440.110857864652,1325.9572222291306,1325.9572222291306,1325.9572222291306,0.0,0.0,0.0,36647.6766370503
2011-01-14,27889.565468283166,13506.034491012328,39176.49533672349,27889.565468283166,27889.565468283166,-1360.648306076308,-1360.648306076308,-1360.648306076308,-3101.7056481359427,-3101.7056481359427,-3101.7056481359427,1741.0573420596352,1741.0573420596352,1741.0573420596352,0.0,0.0,0.0,26528.917162206857
2011-01-16,27905.479290936462,2929.1136148237283,28894.677066948327,27905.479290936462,27905.479290936462,-11872.81638250034,-11872.81638250034,-11872.81638250034,-13912.727509049182,-13912.727509049182,-13912.727509049182,2039.9111265488414,2039.9111265488414,2039.9111265488414,0.0,0.0,0.0,16032.662908436123
2011-01-17,27913.436202263107,13994.523664337814,40620.445725004756,27913.436202263107,27913.436202263107,256.19834244805816,256.19834244805816,256.19834244805816,-1666.2835831169696,-1666.2835831169696,-1666.2835831169696,1922.4819255650277,1922.4819255650277,1922.4819255650277,0.0,0.0,0.0,28169.634544711163
2011-01-18,27921.393113589755,19762.243271957886,46498.35112413732,27921.393113589755,27921.393113589755,4908.480931392912,4908.480931392912,4908.480931392912,3275.0560697701376,3275.0560697701376,3275.0560697701376,1633.4248616227746,1633.4248616227746,1633.4248616227746,0.0,0.0,0.0,32829.874044982666
2011-01-19,27929.3500249164,13599.605020712923,41100.067731921,27929.3500249164,27929.3500249164,-168.83989669110866,-168.83989669110866,-168.83989669110866,-1351.326412623801,-1351.326412623801,-1351.326412623801,1182.4865159326926,1182.4865159326926,1182.4865159326926,0.0,0.0,0.0,27760.51012822529
2011-01-20,27937.306936243043,22187.376126173003,50233.332740067395,27937.306936243043,27937.306936243043,8023.210455632935,8023.210455632935,8023.210455632935,7440.110857833468,7440.110857833468,7440.110857833468,583.0995977994669,583.0995977994669,583.0995977994669,0.0,0.0,0.0,35960.517391875976
2011-01-21,27945.26384756969,11255.994928198443,39149.69094903475,27945.26384756969,27945.26384756969,-3249.715054058986,-3249.715054058986,-3249.715054058986,-3101.705648136929,-3101.705648136929,-3101.705648136929,-148.00940592205663,-148.00940592205663,-148.00940592205663,0.0,0.0,0.0,24695.548793510705
2011-01-23,27961.177671763282,-2147.339418347953,25413.193760678645,27961.177671763282,27961.177671763282,-15837.630409430858,-15837.630409430858,-15837.630409430858,-13912.72750900608,-13912.72750900608,-13912.72750900608,-1924.9029004247789,-1924.9029004247789,-1924.9029004247789,0.0,0.0,0.0,12123.547262332424
2011-01-24,27969.13458386008,9998.316499320534,36406.548506444116,27969.13458386008,27969.13458386008,-4591.587462871661,-4591.587462871661,-4591.587462871661,-1666.2835832123537,-1666.2835832123537,-1666.2835832123537,-2925.303879659307,-2925.303879659307,-2925.303879659307,0.0,0.0,0.0,23377.54712098842
2011-01-25,27977.091495956876,14188.216915984662,40344.200761992935,27977.091495956876,27977.091495956876,-692.808608048475,-692.808608048475,-692.808608048475,3275.0560697184274,3275.0560697184274,3275.0560697184274,-3967.864677766902,-3967.864677766902,-3967.864677766902,0.0,0.0,0.0,27284.2828879084
2011-01-26,27985.048408053673,8136.510263341483,34037.222963173255,27985.048408053673,27985.048408053673,-6378.836925146715,-6378.836925146715,-6378.836925146715,-1351.326412638739,-1351.326412638739,-1351.326412638739,-5027.510512507975,-5027.510512507975,-5027.510512507975,0.0,0.0,0.0,21606.211482906958
2011-01-27,27993.005320150467,15652.706116053405,42953.90350442062,27993.005320150467,27993.005320150467,1360.7510050221035,1360.7510050221035,1360.7510050221035,7440.1108578073245,7440.1108578073245,7440.1108578073245,-6079.359852785222,-6079.359852785222,-6079.359852785222,0.0,0.0,0.0,29353.75632517257
2011-01-28,28000.962232247264,4727.496247972139,30775.22193241304,28000.962232247264,28000.962232247264,-10201.054619870192,-10201.054619870192,-10201.054619870192,-3101.7056481258205,-3101.7056481258205,-3101.7056481258205,-7099.348971744372,-7099.348971744372,-7099.348971744372,0.0,0.0,0.0,17799.907612377072
2011-01-30,28016.87605644085,-7198.359947014825,18272.460781957157,28016.87605644085,28016.87605644085,-22867.82167827521,-22867.82167827521,-22867.82167827521,-13912.727509029082,-13912.727509029082,-13912.727509029082,-8955.094169246126,-8955.094169246126,-8955.094169246126,0.0,0.0,0.0,5149.0543781656415
2011-01-31,28024.832968537652,2351.8964612554387,30577.684609478165,28024.832968537652,28024.832968537652,-11418.189492281506,-11418.189492281506,-11418.189492281506,-1666.2835831640878,-1666.2835831640878,-1666.2835831640878,-9751.905909117419,-9751.905909117419,-9751.905909117419,0.0,0.0,0.0,16606.643476256148
2011-02-01,28032.78988063445,7764.791382639711,33631.34210219189,28032.78988063445,28032.78988063445,-7164.813924581369,-7164.813924581369,-7164.813924581369,3275.056069735234,3275.056069735234,3275.056069735234,-10439.869994316603,-10439.869994316603,-10439.869994316603,0.0,0.0,0.0,20867.97595605308
2011-02-02,28040.746791381083,3605.975418004915,28173.08418038713,28040.746791381083,28040.746791381083,-12358.11389880953,-12358.11389880953,-12358.11389880953,-1351.3264126536776,-1351.3264126536776,-1351.3264126536776,-11006.787486155854,-11006.787486155854,-11006.787486155854,0.0,0.0,0.0,15682.632892571553
2011-02-03,28048.703702127725,10682.25518917801,37356.552686754825,28048.703702127725,28048.703702127725,-4003.7824568114643,-4003.7824568114643,-4003.7824568114643,7440.110857884795,7440.110857884795,7440.110857884795,-11443.893314696259,-11443.893314696259,-11443.893314696259,0.0,0.0,0.0,24044.92124531626
2011-02-04,28056.660612874362,1017.7864070854711,27589.982683795122,28056.660612874362,28056.660612874362,-14847.709088779802,-14847.709088779802,-14847.709088779802,-3101.7056481437667,-3101.7056481437667,-3101.7056481437667,-11746.003440636036,-11746.003440636036,-11746.003440636036,0.0,0.0,0.0,13208.95152409456
2011-02-06,28072.57443436764,-10927.421457314114,16656.19341919902,28072.57443436764,28072.57443436764,-25855.331863274212,-25855.331863274212,-25855.331863274212,-13912.72750902407,-13912.72750902407,-13912.72750902407,-11942.604354250141,-11942.604354250141,-11942.604354250141,0.0,0.0,0.0,2217.2425710934294
2011-02-07,28080.53134511428,869.9168382163303,27689.93328490319,28080.53134511428,28080.53134511428,-13510.874771912937,-13510.874771912937,-13510.874771912937,-1666.2835831700309,-1666.2835831700309,-1666.2835831700309,-11844.591188742908,-11844.591188742908,-11844.591188742908,0.0,0.0,0.0,14569.656573201342
2011-02-08,28088.48825586092,6456.677041842806,32673.23779333144,28088.48825586092,28088.48825586092,-8351.142115991843,-8351.142115991843,-8351.142115991843,3275.0560696924517,3275.0560696924517,3275.0560696924517,-11626.198185684296,-11626.198185684296,-11626.198185684296,0.0,0.0,0.0,19737.346139869078
2011-02-09,28096.44516660756,2939.3687680957623,28449.041856223743,28096.44516660756,28096.44516660756,-12650.3160396855,-12650.3160396855,-12650.3160396855,-1351.3264126686158,-1351.3264126686158,-1351.3264126686158,-11298.989627016885,-11298.989627016885,-11298.989627016885,0.0,0.0,0.0,15446.129126922058
2011-02-10,28104.402077354196,12262.070942445518,38617.42025269132,28104.402077354196,28104.402077354196,-3436.9224129553845,-3436.9224129553845,-3436.9224129553845,7440.110857889829,7440.110857889829,7440.110857889829,-10877.033270845215,-10877.033270845215,-10877.033270845215,0.0,0.0,0.0,24667.479664398812
2011-02-11,28112.35898810083,1295.6305263721501,27355.620410645377,28112.35898810083,28112.35898810083,-13478.157935100755,-13478.157935100755,-13478.157935100755,-3101.7056481326604,-3101.7056481326604,-3101.7056481326604,-10376.452286968095,-10376.452286968095,-10376.452286968095,0.0,0.0,0.0,14634.201053000075
2011-02-13,28128.272806931807,-8428.956886578295,18579.59409965414,28128.272806931807,28128.272806931807,-23123.9070391915,-23123.9070391915,-23123.9070391915,-13912.727509019056,-13912.727509019056,-13912.727509019056,-9211.179530172443,-9211.179530172443,-9211.179530172443,0.0,0.0,0.0,5004.365767740306
2011-02-14,28136.22971634729,4862.526485298307,29999.462404632275,28136.22971634729,28136.22971634729,-10250.68364732013,-10250.68364732013,-10250.68364732013,-1666.2835831759733,-1666.2835831759733,-1666.2835831759733,-8584.400064144154,-8584.400064144154,-8584.400064144154,0.0,0.0,0.0,17885.54606902716
2011-02-15,28144.186625762777,9589.924615985876,36288.792788674786,28144.186625762777,28144.186625762777,-4678.667943012886,-4678.667943012886,-4678.667943012886,3275.0560697599203,3275.0560697599203,3275.0560697599203,-7953.724012772806,-7953.724012772806,-7953.724012772806,0.0,0.0,0.0,23465.51868274989
2011-02-16,28152.14353517826,6284.552474387846,34309.54950948466,28152.14353517826,28152.14353517826,-8689.007864032768,-8689.007864032768,-8689.007864032768,-1351.326412622578,-1351.326412622578,-1351.326412622578,-7337.68145141019,-7337.68145141019,-7337.68145141019,0.0,0.0,0.0,19463.135671145494
2011-02-17,28160.100444593747,16982.59738423808,41444.93209208938,28160.100444593747,28160.100444593747,686.4209454680466,686.4209454680466,686.4209454680466,7440.110857863686,7440.110857863686,7440.110857863686,-6753.689912395639,-6753.689912395639,-6753.689912395639,0.0,0.0,0.0,28846.521390061793
2011-02-18,28168.05735400923,5842.83269198212,32166.308626971924,28168.05735400923,28168.05735400923,-9319.29121244445,-9319.29121244445,-9319.29121244445,-3101.7056481336467,-3101.7056481336467,-3101.7056481336467,-6217.585564310803,-6217.585564310803,-6217.585564310803,0.0,0.0,0.0,18848.76614156478
2011-02-20,28183.9711728402,-4239.3607304414245,22545.21471132279,28183.9711728402,28183.9711728402,-19254.776733274288,-19254.776733274288,-19254.776733274288,-13912.727508993896,-13912.727508993896,-13912.727508993896,-5342.049224280394,-5342.049224280394,-5342.049224280394,0.0,0.0,0.0,8929.194439565912
2011-02-21,28191.928082255687,8664.351496300642,34537.40769449329,28191.928082255687,28191.928082255687,-6689.260151591212,-6689.260151591212,-6689.260151591212,-1666.2835831995317,-1666.2835831995317,-1666.2835831995317,-5022.976568391679,-5022.976568391679,-5022.976568391679,0.0,0.0,0.0,21502.667930664473
2011-02-22,28199.88499008018,13267.477019939863,40049.147618207644,28199.88499008018,28199.88499008018,-1516.9788927968907,-1516.9788927968907,-1516.9788927968907,3275.0560697171386,3275.0560697171386,3275.0560697171386,-4792.034962514029,-4792.034962514029,-4792.034962514029,0.0,0.0,0.0,26682.90609728329
2011-02-23,28207.841897904673,8243.033775235763,35970.192779401164,28207.841897904673,28207.841897904673,-6003.660747674333,-6003.660747674333,-6003.660747674333,-1351.3264126375168,-1351.3264126375168,-1351.3264126375168,-4652.334335036817,-4652.334335036817,-4652.334335036817,0.0,0.0,0.0,22204.18115023034
2011-02-24,28215.798805729166,16619.743374183967,43392.39974164451,28215.798805729166,28215.798805729166,2836.0875164656036,2836.0875164656036,2836.0875164656036,7440.110857837543,7440.110857837543,7440.110857837543,-4604.023341371941,-4604.023341371941,-4604.023341371941,0.0,0.0,0.0,31051.88632219477
2011-02-25,28223.755713553663,7043.198538139135,32959.16558528524,28223.755713553663,28223.755713553663,-7746.054875473485,-7746.054875473485,-7746.054875473485,-3101.705648134631,-3101.705648134631,-3101.705648134631,-4644.349227338853,-4644.349227338853,-4644.349227338853,0.0,0.0,0.0,20477.700838080178
2011-02-27,28239.669529202656,-4836.8095096367115,23428.92617941931,28239.669529202656,28239.669529202656,-18879.05749729525,-18879.05749729525,-18879.05749729525,-13912.727508988883,-13912.727508988883,-13912.727508988883,-4966.329988306364,-4966.329988306364,-4966.329988306364,0.0,0.0,0.0,9360.612031907407
2011-02-28,28247.62643702715,7289.757862157587,35028.6002810053,28247.62643702715,28247.62643702715,-6895.9261231893215,-6895.9261231893215,-6895.9261231893215,-1666.283583151267,-1666.283583151267,-1666.283583151267,-5229.642540038054,-5229.642540038054,-5229.642540038054,0.0,0.0,0.0,21351.700313837828
2011-03-01,28255.583344851646,11794.777601682303,39312.25765777134,28255.583344851646,28255.583344851646,-2270.49596956669,-2270.49596956669,-2270.49596956669,3275.056069733946,3275.056069733946,3275.056069733946,-5545.552039300635,-5545.552039300635,-5545.552039300635,0.0,0.0,0.0,25985.087375284955
2011-03-02,28263.54025267614,7880.035557896607,34075.146921241474,28263.54025267614,28263.54025267614,-7251.709242384692,-7251.709242384692,-7251.709242384692,-1351.326412599286,-1351.326412599286,-1351.326412599286,-5900.382829785406,-5900.382829785406,-5900.382829785406,0.0,0.0,0.0,21011.831010291447
2011-03-03,28271.497160500632,15763.21699101082,42779.708810287324,28271.497160500632,28271.497160500632,1160.6991849736698,1160.6991849736698,1160.6991849736698,7440.110857842578,7440.110857842578,7440.110857842578,-6279.411672868908,-6279.411672868908,-6279.411672868908,0.0,0.0,0.0,29432.1963454743
2011-03-04,28279.454068773484,5295.693830558936,30962.762251359647,28279.454068773484,28279.454068773484,-9769.039876115794,-9769.039876115794,-9769.039876115794,-3101.7056481404843,-3101.7056481404843,-3101.7056481404843,-6667.334227975311,-6667.334227975311,-6667.334227975311,0.0,0.0,0.0,18510.414192657692
2011-03-06,28295.367885319185,-7648.998608952884,20732.75847967707,28295.367885319185,28295.367885319185,-21321.327922477398,-21321.327922477398,-21321.327922477398,-13912.727508983873,-13912.727508983873,-13912.727508983873,-7408.600413493526,-7408.600413493526,-7408.600413493526,0.0,0.0,0.0,6974.039962841787
2011-03-07,28303.32479359203,5888.413242419039,32468.043733120714,28303.32479359203,28303.32479359203,-9398.983951546712,-9398.983951546712,-9398.983951546712,-1666.2835831030002,-1666.2835831030002,-1666.2835831030002,-7732.700368443713,-7732.700368443713,-7732.700368443713,0.0,0.0,0.0,18904.34084204532
2011-03-08,28311.281701864882,10448.128813492207,37523.91281933838,28311.281701864882,28311.281701864882,-4733.037223380254,-4733.037223380254,-4733.037223380254,3275.056069750753,3275.056069750753,3275.056069750753,-8008.093293131006,-8008.093293131006,-8008.093293131006,0.0,0.0,0.0,23578.24447848463
2011-03-09,28319.238610137727,4781.64871631276,31822.379215121564,28319.238610137727,28319.238610137727,-9574.800788288103,-9574.800788288103,-9574.800788288103,-1351.3264127049501,-1351.3264127049501,-1351.3264127049501,-8223.474375583151,-8223.474375583151,-8223.474375583151,0.0,0.0,0.0,18744.437821849624
2011-03-10,28327.19551841058,14169.913452149105,41400.267782608425,28327.19551841058,28327.19551841058,-929.4061655737559,-929.4061655737559,-929.4061655737559,7440.110857852654,7440.110857852654,7440.110857852654,-8369.517023426408,-8369.517023426408,-8369.517023426408,0.0,0.0,0.0,27397.789352836822
2011-03-11,28335.152426683428,3469.3697550726756,30613.583697818634,28335.152426683428,28335.152426683428,-11540.850340754627,-11540.850340754627,-11540.850340754627,-3101.7056481293744,-3101.7056481293744,-3101.7056481293744,-8439.144692625254,-8439.144692625254,-8439.144692625254,0.0,0.0,0.0,16794.3020859288
2011-03-13,28351.066243229125,-6393.508073599986,18883.633160949234,28351.066243229125,28351.066243229125,-22245.96701935452,-22245.96701935452,-22245.96701935452,-13912.727509016951,-13912.727509016951,-13912.727509016951,-8333.239510337571,-8333.239510337571,-8333.239510337571,0.0,0.0,0.0,6105.099223874604
2011-03-14,28359.023151501977,5475.993914158395,31695.59992289165,28359.023151501977,28359.023151501977,-9822.533599205743,-9822.533599205743,-9822.533599205743,-1666.2835831265609,-1666.2835831265609,-1666.2835831265609,-8156.250016079182,-8156.250016079182,-8156.250016079182,0.0,0.0,0.0,18536.489552296232
2011-03-15,28366.98006054114,10245.036742382912,37230.30429408491,28366.98006054114,28366.98006054114,-4624.897861251541,-4624.897861251541,-4624.897861251541,3275.0560697586316,3275.0560697586316,3275.0560697586316,-7899.953931010173,-7899.953931010173,-7899.953931010173,0.0,0.0,0.0,23742.082199289598
2011-03-16,28374.936969580307,5076.066328629917,32825.80069705798,28374.936969580307,28374.936969580307,-8921.363183447655,-8921.363183447655,-8921.363183447655,-1351.32641266672,-1351.32641266672,-1351.32641266672,-7570.0367707809355,-7570.0367707809355,-7570.0367707809355,0.0,0.0,0.0,19453.573786132652
2011-03-17,28382.89387861947,15221.798748602898,42402.44284848073,28382.89387861947,28382.89387861947,265.60941451423645,265.60941451423645,265.60941451423645,7440.110857862729,7440.110857862729,7440.110857862729,-7174.501443348493,-7174.501443348493,-7174.501443348493,0.0,0.0,0.0,28648.50329313371
2011-03-18,28390.850787658634,4879.673672616344,31063.75491001576,28390.850787658634,28390.850787658634,-9825.127043782519,-9825.127043782519,-9825.127043782519,-3101.705648118268,-3101.705648118268,-3101.705648118268,-6723.421395664252,-6723.421395664252,-6723.421395664252,0.0,0.0,0.0,18565.723743876115
2011-03-20,28406.764605736953,-4968.064474140525,22082.306054978384,28406.764605736953,28406.764605736953,-19616.108569667944,-19616.108569667944,-19616.108569667944,-13912.727508963777,-13912.727508963777,-13912.727508963777,-5703.381060704169,-5703.381060704169,-5703.381060704169,0.0,0.0,0.0,8790.65603606901
2011-03-21,28414.72151477612,8606.356772906596,34088.93133537374,28414.72151477612,28414.72151477612,-6828.198085847532,-6828.198085847532,-6828.198085847532,-1666.283583132504,-1666.283583132504,-1666.283583132504,-5161.914502715027,-5161.914502715027,-5161.914502715027,0.0,0.0,0.0,21586.523428928587
2011-03-22,28422.678423815283,13536.695342655297,40223.22166535448,28422.678423815283,28422.678423815283,-1344.0107457718186,-1344.0107457718186,-1344.0107457718186,3275.0560697158485,3275.0560697158485,3275.0560697158485,-4619.066815487668,-4619.066815487668,-4619.066815487668,0.0,0.0,0.0,27078.667678043465
2011-03-23,28430.635332854446,9244.224826126458,36431.978250662585,28430.635332854446,28430.635332854446,-5441.1374301737105,-5441.1374301737105,-5441.1374301737105,-1351.3264126816575,-1351.3264126816575,-1351.3264126816575,-4089.8110174920525,-4089.8110174920525,-4089.8110174920525,0.0,0.0,0.0,22989.497902680734
2011-03-24,28438.592241893602,18468.895141260455,45883.12309841977,28438.592241893602,28438.592241893602,3851.295150408188,3851.295150408188,3851.295150408188,7440.110857836587,7440.110857836587,7440.110857836587,-3588.8157074283986,-3588.8157074283986,-3588.8157074283986,0.0,0.0,0.0,32289.88739230179
2011-03-25,28446.549151676576,9167.737035888274,35428.88828690033,28446.549151676576,28446.549151676576,-6231.716195313588,-6231.716195313588,-6231.716195313588,-3101.7056481241207,-3101.7056481241207,-3101.7056481241207,-3130.0105471894676,-3130.0105471894676,-3130.0105471894676,0.0,0.0,0.0,22214.83295636299
2011-03-27,28462.462971242527,-1408.9760568368995,25273.43797386943,28462.462971242527,28462.462971242527,-16301.28508825754,-16301.28508825754,-16301.28508825754,-13912.727508996852,-13912.727508996852,-13912.727508996852,-2388.5575792606883,-2388.5575792606883,-2388.5575792606883,0.0,0.0,0.0,12161.177882984986
2011-03-28,28470.4198810255,11541.911819661555,36713.18159187823,28470.4198810255,28470.4198810255,-3792.8335356346956,-3792.8335356346956,-3792.8335356346956,-1666.2835831384448,-1666.2835831384448,-1666.2835831384448,-2126.5499524962515,-2126.5499524962515,-2126.5499524962515,0.0,0.0,0.0,24677.586345390806
