InvoiceDate,TotalAmount,RollingMean7,RollingStd7,Day,Month,Year,Weekday,Week,Quarter
2011-04-20,25715.8,25565.84014285714,10813.844903442692,20,4,2011,Wednesday,16,2
2011-04-21,27771.04,26040.23585714286,10829.577555507116,21,4,2011,Thursday,16,2
2011-04-26,21536.86,24019.397285714287,10019.935805497204,26,4,2011,Tuesday,17,2
2011-04-27,23566.91,24814.78714285714,9677.533317954725,27,4,2011,Wednesday,17,2
2011-04-28,21312.18,26055.05,8316.32578784245,28,4,2011,Thursday,17,2
2011-05-01,6958.11,20810.29857142857,6791.834703596732,1,5,2011,Sunday,17,2
2011-05-03,28877.21,22248.301428571427,7341.409619887785,3,5,2011,Tuesday,18,2
2011-05-04,27509.81,22504.588571428572,7511.967292805588,4,5,2011,Wednesday,18,2
2011-05-05,25191.79,22136.124285714286,7269.950653298493,5,5,2011,Thursday,18,2
2011-05-06,30783.33,23457.048571428575,7951.040363890392,6,5,2011,Friday,18,2
2011-05-08,18731.98,22766.344285714287,8147.483801849207,8,5,2011,Sunday,18,2
2011-05-09,21608.16,22808.62714285714,8139.44342894671,9,5,2011,Monday,19,2
2011-05-10,29807.25,26072.79,4484.449986583269,10,5,2011,Tuesday,19,2
2011-05-11,31848.3,26497.23142857143,4914.136760962971,11,5,2011,Wednesday,19,2
2011-05-12,59827.74,31114.07857142857,13574.381410803993,12,5,2011,Thursday,19,2
2011-05-13,25815.72,31203.21142857143,13530.992037297723,13,5,2011,Friday,19,2
2011-05-15,9667.15,28186.614285714284,15803.233351994626,15,5,2011,Sunday,19,2
2011-05-16,35706.7,30611.574285714287,15408.069687277355,16,5,2011,Monday,20,2
2011-05-17,46361.090000000004,34147.70714285714,15831.970798981112,17,5,2011,Tuesday,20,2
2011-05-18,32775.69,34571.770000000004,15735.79705619431,18,5,2011,Wednesday,20,2
2011-05-19,31521.87,34525.137142857144,15745.693764581814,19,5,2011,Thursday,20,2
2011-05-20,25351.44,29599.95142857143,11267.165130362107,20,5,2011,Friday,20,2
2011-05-22,24102.0,29355.134285714284,11381.13625567158,22,5,2011,Sunday,20,2
2011-05-23,31232.53,32435.902857142857,7378.4767998951265,23,5,2011,Monday,21,2
2011-05-24,32460.83,31972.207142857143,7239.347699944425,24,5,2011,Tuesday,21,2
2011-05-25,21870.71,28473.58142857143,4541.779243022251,25,5,2011,Wednesday,21,2
2011-05-26,32764.38,28471.965714285714,4539.995376293025,26,5,2011,Thursday,21,2
2011-05-27,21109.22,26984.44428571429,5051.211346442427,27,5,2011,Friday,21,2
2011-05-29,7338.94,24411.230000000003,9037.122788070707,29,5,2011,Sunday,21,2
2011-05-31,18133.2,23558.544285714284,9347.424393173524,31,5,2011,Tuesday,22,2
2011-06-01,15380.39,21293.95285714286,9095.233065787303,1,6,2011,Wednesday,22,2
2011-06-02,28078.91,20667.964285714286,8315.979132487173,2,6,2011,Thursday,22,2
2011-06-03,15024.11,19689.878571428573,8550.272762564236,3,6,2011,Friday,22,2
2011-06-05,25423.760000000002,18641.21857142857,6986.653704832368,5,6,2011,Sunday,22,2
2011-06-06,16269.03,17949.762857142858,6941.054800733871,6,6,2011,Monday,23,2
2011-06-07,33807.85,21731.035714285714,7392.255470697837,7,6,2011,Tuesday,23,2
2011-06-08,30122.23,23443.754285714287,7797.505274590207,8,6,2011,Wednesday,23,2
2011-06-09,42862.8,27369.812857142857,9738.159242116757,9,6,2011,Thursday,23,2
2011-06-10,58245.12,31679.27142857143,15230.299913356308,10,6,2011,Friday,23,2
2011-06-12,12397.09,31303.982857142855,15733.16264325318,12,6,2011,Sunday,23,2
2011-06-13,19696.66,30485.825714285715,16230.94624393873,13,6,2011,Monday,24,2
2011-06-14,33324.49,32922.32,14972.45748898513,14,6,2011,Tuesday,24,2
2011-06-15,44954.18,34514.65285714286,15659.287572874786,15,6,2011,Wednesday,24,2
2011-06-16,32252.1,34818.92,15580.208819502395,16,6,2011,Thursday,24,2
2011-06-17,19053.53,31417.59571428571,16120.98998861098,17,6,2011,Friday,24,2
2011-06-19,22421.48,26299.932857142856,11084.513491699005,19,6,2011,Sunday,24,2
2011-06-20,26110.99,28259.06142857143,9283.300442758191,20,6,2011,Monday,25,2
2011-06-21,19827.91,28277.81142857143,9263.235017288205,21,6,2011,Tuesday,25,2
2011-06-22,21143.75,26537.705714285716,9301.211663883478,22,6,2011,Wednesday,25,2
2011-06-23,22469.62,23325.625714285714,4550.381326068039,23,6,2011,Thursday,25,2
2011-06-24,16016.04,21006.18857142857,3170.8411291823572,24,6,2011,Friday,25,2
2011-06-26,7032.36,19288.87857142857,6206.667581366116,26,6,2011,Sunday,25,2
2011-06-27,13381.75,17997.488571428574,6384.140429192311,27,6,2011,Monday,26,2
2011-06-28,30470.88,18620.329999999998,7433.982359193501,28,6,2011,Tuesday,26,2
2011-06-29,12569.78,17583.454285714284,7737.459632837862,29,6,2011,Wednesday,26,2
2011-06-30,41709.24,20521.381428571425,12028.906911409189,30,6,2011,Thursday,26,2
2011-07-01,12146.44,19046.641428571427,12377.988614389164,1,7,2011,Friday,26,3
2011-07-03,5972.7300000000005,17611.882857142857,13333.044805688258,3,7,2011,Sunday,26,3
2011-07-04,30941.37,21027.455714285716,13233.206091448968,4,7,2011,Monday,27,3
2011-07-05,25988.510000000002,22828.42142857143,12872.175172186238,5,7,2011,Tuesday,27,3
2011-07-06,22934.22,21751.755714285715,12434.139287194836,6,7,2011,Wednesday,27,3
2011-07-07,27860.38,23936.127142857145,11883.13357775594,7,7,2011,Thursday,27,3
2011-07-08,17538.5,20483.164285714283,9026.245128673132,8,7,2011,Friday,27,3
2011-07-10,5959.54,19599.321428571428,10204.615376886146,10,7,2011,Sunday,27,3
2011-07-11,20008.83,21604.47857142857,8277.924126626262,11,7,2011,Monday,28,3
2011-07-12,17938.49,19746.924285714285,7225.562749287798,12,7,2011,Tuesday,28,3
2011-07-13,19411.52,18807.354285714286,6686.156140055021,13,7,2011,Wednesday,28,3
2011-07-14,31979.04,20099.471428571433,8296.6199998482,14,7,2011,Thursday,28,3
2011-07-15,11814.7,17807.231428571427,8006.545309700132,15,7,2011,Friday,28,3
2011-07-17,16926.15,17719.75285714286,8013.313163911918,17,7,2011,Sunday,28,3
2011-07-18,22001.63,20011.480000000003,6171.802809520102,18,7,2011,Monday,29,3
2011-07-19,46583.01,23807.79142857143,11787.770751907015,19,7,2011,Tuesday,29,3
2011-07-20,27021.06,25105.301428571427,11531.12386868027,20,7,2011,Wednesday,29,3
2011-07-21,30271.940000000002,26656.79,11366.809107437915,21,7,2011,Thursday,29,3
2011-07-22,14628.88,24178.195714285714,11892.33900586825,22,7,2011,Friday,29,3
2011-07-24,26777.920000000002,26315.798571428575,10571.057030428941,24,7,2011,Sunday,29,3
2011-07-25,19676.55,26708.712857142855,10208.794658612935,25,7,2011,Monday,30,3
2011-07-26,17284.301,26034.80871428572,10714.482508603878,26,7,2011,Tuesday,30,3
2011-07-27,22846.13,22643.82585714286,5719.098927653467,27,7,2011,Wednesday,30,3
2011-07-28,54171.950000000004,26522.52442857143,13327.921007142142,28,7,2011,Thursday,30,3
2011-07-29,17166.75,24650.354428571427,13630.469084031707,29,7,2011,Friday,30,3
2011-07-31,33112.36,27290.85157142857,13147.294633895755,31,7,2011,Sunday,30,3
2011-08-01,19778.12,26290.880142857146,13455.399003153852,1,8,2011,Monday,31,3
2011-08-02,20272.0,26375.94442857143,13408.414506140569,2,8,2011,Tuesday,31,3
2011-08-03,26572.83,27702.87714285714,12804.745266951779,3,8,2011,Wednesday,31,3
2011-08-04,62074.19,33306.885714285716,17896.618760455713,4,8,2011,Thursday,31,3
2011-08-05,19703.95,28382.885714285716,15820.35765894992,5,8,2011,Friday,31,3
2011-08-07,7541.91,27007.908571428572,17306.130571279682,7,8,2011,Sunday,31,3
2011-08-08,19743.98,25098.140000000003,17257.76516611774,8,8,2011,Monday,32,3
2011-08-09,25949.920000000002,25979.825714285715,17097.583063354174,9,8,2011,Tuesday,32,3
2011-08-10,19853.41,25920.027142857143,17121.588437239814,10,8,2011,Wednesday,32,3
2011-08-11,54325.27,29884.661428571428,20229.088539164284,11,8,2011,Thursday,32,3
2011-08-12,17970.170000000002,23584.087142857144,14624.20847313422,12,8,2011,Friday,32,3
2011-08-14,5701.87,21583.79,16124.0748875349,14,8,2011,Sunday,32,3
2011-08-15,17235.95,22968.652857142857,15100.878278390213,15,8,2011,Monday,33,3
2011-08-16,16072.710000000001,22444.18571428571,15294.057675223477,16,8,2011,Tuesday,33,3
2011-08-17,48554.44,25673.402857142857,18257.005520853927,17,8,2011,Wednesday,33,3
2011-08-18,54034.98,30556.484285714287,20830.685918605643,18,8,2011,Thursday,33,3
2011-08-19,17326.07,25270.884285714284,18339.53185224736,19,8,2011,Friday,33,3
2011-08-21,14410.25,24762.324285714287,18622.89400374699,21,8,2011,Sunday,33,3
2011-08-22,29617.26,28178.808571428573,16630.474114002718,22,8,2011,Monday,34,3
2011-08-23,22384.02,28914.247142857144,16173.452255501628,23,8,2011,Tuesday,34,3
2011-08-24,38371.37,32099.77,15400.122037373605,24,8,2011,Wednesday,34,3
2011-08-25,22441.260000000002,28369.315714285716,13832.926774924706,25,8,2011,Thursday,34,3
2011-08-26,24095.49,24092.245714285713,7953.879006260341,26,8,2011,Friday,34,3
2011-08-28,10686.56,23143.744285714285,9194.37181496534,28,8,2011,Sunday,34,3
2011-08-30,8805.17,22343.018571428573,10263.621005381812,30,8,2011,Tuesday,35,3
2011-08-31,20527.89,21044.537142857145,9752.172596229912,31,8,2011,Wednesday,35,3
2011-09-01,37358.62,23183.765714285717,11568.27713374939,1,9,2011,Thursday,35,3
2011-09-02,30203.86,22016.97857142857,10099.825652316056,2,9,2011,Friday,35,3
2011-09-04,16930.43,21229.717142857142,10274.51026394564,4,9,2011,Sunday,35,3
2011-09-05,35439.91,22850.34857142857,11609.803116053035,5,9,2011,Monday,36,3
2011-09-06,25466.97,24961.835714285717,10298.911592736178,6,9,2011,Tuesday,36,3
2011-09-07,21967.420000000002,26842.157142857144,7741.499614776894,7,9,2011,Wednesday,36,3
2011-09-08,23048.38,27202.227142857148,7452.070409596973,8,9,2011,Thursday,36,3
2011-09-09,25082.86,25448.547142857144,5958.352215704509,9,9,2011,Friday,36,3
2011-09-11,35206.92,26163.27,6856.247830390444,11,9,2011,Sunday,36,3
2011-09-12,27777.36,27712.83142857143,5516.653176013025,12,9,2011,Monday,37,3
2011-09-13,48116.5,29523.772857142856,9275.830236930675,13,9,2011,Tuesday,37,3
2011-09-14,22013.75,29030.455714285716,9613.232380207095,14,9,2011,Wednesday,37,3
2011-09-15,71926.69,36167.49428571428,18203.13446533486,15,9,2011,Thursday,37,3
2011-09-16,23245.03,36195.58714285714,18179.64991087536,16,9,2011,Friday,37,3
2011-09-18,15639.55,34846.54285714286,19447.86423734469,18,9,2011,Sunday,37,3
2011-09-19,46588.21,36472.44142857142,19952.228751118197,19,9,2011,Monday,38,3
2011-09-20,103377.68,47272.48714285714,31550.93286538804,20,9,2011,Tuesday,38,3
2011-09-21,38472.1,45894.71571428572,31718.067578413327,21,9,2011,Wednesday,38,3
2011-09-22,57734.98,50997.74857142857,30066.092723570076,22,9,2011,Thursday,38,3
2011-09-23,31753.75,45258.75714285714,29227.778805301932,23,9,2011,Friday,38,3
2011-09-25,31164.781,46390.15014285715,28374.442588657308,25,9,2011,Sunday,38,3
2011-09-26,29265.511,48336.716,26305.20854468397,26,9,2011,Monday,39,3
2011-09-27,29212.32,45854.446,27298.77157840125,27,9,2011,Tuesday,39,3
2011-09-28,39001.91,36657.90742857143,10143.45541125324,28,9,2011,Wednesday,39,3
2011-09-29,44671.27,37543.503142857146,10589.073399116915,29,9,2011,Thursday,39,3
2011-09-30,40023.44,35013.283142857144,6142.897105809726,30,9,2011,Friday,39,3
2011-10-02,11479.98,32117.030285714285,10884.889720250285,2,10,2011,Sunday,39,4
2011-10-03,62143.07,36542.50014285714,15676.137616126518,3,10,2011,Monday,40,4
2011-10-04,38532.090000000004,37866.29714285715,15347.011493514206,4,10,2011,Tuesday,40,4
2011-10-05,73975.57,44261.04714285715,19815.494962433408,5,10,2011,Wednesday,40,4
2011-10-06,60258.53,47297.70714285715,20492.416687746318,6,10,2011,Thursday,40,4
2011-10-07,49089.47,47928.87857142858,20466.063172524107,7,10,2011,Friday,40,4
2011-10-09,12215.51,43956.317142857144,24548.042950766776,9,10,2011,Sunday,40,4
2011-10-10,42962.8,48453.86285714286,20084.47848550443,10,10,2011,Monday,41,4
2011-10-11,46401.14,46205.01571428572,19156.094508157497,11,10,2011,Tuesday,41,4
2011-10-12,27655.2,44651.17428571429,20289.80307343967,12,10,2011,Wednesday,41,4
2011-10-13,32850.25,38776.12857142858,15852.36652957683,13,10,2011,Thursday,41,4
2011-10-14,32071.62,34749.427142857145,12765.459521761217,14,10,2011,Friday,41,4
2011-10-16,21767.94,30846.35142857143,11789.72660048915,16,10,2011,Sunday,41,4
2011-10-17,46868.65,35796.8,9764.247126230484,17,10,2011,Monday,42,4
2011-10-18,37248.16,34980.42285714286,9292.76349304971,18,10,2011,Tuesday,42,4
2011-10-19,37227.88,33669.95714285714,7965.862172003575,19,10,2011,Wednesday,42,4
2011-10-20,60910.3,38420.68571428572,12440.543816031332,20,10,2011,Thursday,42,4
2011-10-21,60364.01,42351.22285714286,14554.144047160258,21,10,2011,Friday,42,4
2011-10-23,12156.57,39506.21571428572,18349.96376215937,23,10,2011,Sunday,42,4
2011-10-24,38897.89,41953.351428571434,16653.98522308842,24,10,2011,Monday,43,4
2011-10-25,36113.86,40416.95285714285,16621.006783440964,25,10,2011,Tuesday,43,4
2011-10-26,34105.36,39967.98142857143,16762.712229769015,26,10,2011,Wednesday,43,4
2011-10-27,55747.200000000004,42613.59857142857,17693.74503512604,27,10,2011,Thursday,43,4
2011-10-28,37194.58,39225.63857142858,15772.656976490922,28,10,2011,Friday,43,4
2011-10-30,34397.95,35516.20142857143,12733.267526844058,30,10,2011,Sunday,43,4
2011-10-31,33006.87,38494.815714285716,7866.977117031382,31,10,2011,Monday,44,4
2011-11-01,29069.56,37090.76857142857,8623.702912164892,1,11,2011,Tuesday,44,4
2011-11-02,38536.44,37436.851428571434,8626.5743840191,2,11,2011,Wednesday,44,4
2011-11-03,60536.090000000004,41212.67,12035.95349961107,3,11,2011,Thursday,44,4
2011-11-04,55716.47,41208.280000000006,12029.772629350342,4,11,2011,Friday,44,4
2011-11-06,42508.590000000004,41967.42428571429,11901.256902554249,6,11,2011,Sunday,44,4
2011-11-07,28602.73,41139.53571428572,12690.940411340494,7,11,2011,Monday,45,4
2011-11-08,38151.91,41874.541428571436,12283.890759400332,8,11,2011,Tuesday,45,4
2011-11-09,61241.58,46470.544285714284,12705.745228926746,9,11,2011,Wednesday,45,4
2011-11-10,70373.03,51018.62857142858,14900.777880979236,10,11,2011,Thursday,45,4
2011-11-11,36932.07,47646.625714285714,15057.97311621304,11,11,2011,Friday,45,4
2011-11-13,28416.010000000002,43746.560000000005,16117.671110389978,13,11,2011,Sunday,45,4
2011-11-14,58595.22,46044.65,17032.603748273472,14,11,2011,Monday,46,4
2011-11-15,47535.51,48749.33285714286,15206.645846599105,15,11,2011,Tuesday,46,4
2011-11-16,48154.12,50178.22000000001,14498.329474381957,16,11,2011,Wednesday,46,4
2011-11-17,55683.49,49384.20714285714,13932.612901920314,17,11,2011,Thursday,46,4
2011-11-18,36606.25,44560.381428571425,10989.13596703644,18,11,2011,Friday,46,4
2011-11-20,29642.39,43518.99857142857,12119.754130053436,20,11,2011,Sunday,46,4
2011-11-21,45202.01,45916.99857142857,10130.893977644839,21,11,2011,Monday,47,4
2011-11-22,49438.55,44608.90285714286,8712.981711271794,22,11,2011,Tuesday,47,4
2011-11-23,71722.75,48064.22285714286,13530.935698160582,23,11,2011,Wednesday,47,4
2011-11-24,38359.69,46665.01857142857,14017.743477782495,24,11,2011,Thursday,47,4
2011-11-25,26542.33,42501.99571428572,15172.65768042726,25,11,2011,Friday,47,4
2011-11-27,16969.25,39696.71000000001,17996.903146263805,27,11,2011,Sunday,47,4
2011-11-28,51632.21,42838.112857142856,17868.123681328627,28,11,2011,Monday,48,4
2011-11-29,48640.57,43329.33571428571,17990.7868239671,29,11,2011,Tuesday,48,4
2011-11-30,41396.79,42180.51285714286,17791.30939214397,30,11,2011,Wednesday,48,4
2011-12-01,44405.37,38278.030000000006,12414.942247625111,1,12,2011,Thursday,48,4
2011-12-02,44526.1,39158.94571428571,12638.462254633487,2,12,2011,Friday,48,4
2011-12-04,20232.0,38257.469999999994,13854.879054663987,4,12,2011,Sunday,48,4
2011-12-05,58081.090000000004,44130.590000000004,11902.93290966137,5,12,2011,Monday,49,4
2011-12-06,45989.66,43324.51142857143,11494.291127255914,6,12,2011,Tuesday,49,4
2011-12-07,69230.6,46265.944285714286,15138.324030271471,7,12,2011,Wednesday,49,4
2011-12-08,50395.96,47551.54,15037.687092939725,8,12,2011,Thursday,49,4
2011-12-09,184329.66,67540.7242857143,53631.73113129756,9,12,2011,Friday,49,4
