CustomerID,TotalAmount,Quantity,NumPurchases,Churn,Prediction
12722,997.63,566,4,0,0
12723,725.07,434,5,0,0
12724,1031.41,445,4,0,0
12725,427.8,164,1,1,1
12726,2609.1,3143,7,0,0
12727,3980.7000000000003,2098,7,0,0
12728,836.33,419,4,0,0
12729,453.01,233,1,1,1
12731,18895.91,8437,12,0,0
12732,236.26000000000002,111,1,1,1
12733,383.95,137,1,1,1
12734,110.39999999999999,88,1,1,1
12735,779.5699999999999,368,2,1,0
12736,234.0,173,1,1,1
12738,155.35,148,1,1,1
12739,1013.04,486,2,0,0
12740,427.6,342,1,0,0
12743,540.13,315,2,1,1
12744,21279.29,5241,7,0,0
12747,4196.01,1275,11,0,0
12748,33053.19,25287,209,0,0
12749,4090.88,1471,5,0,0
12750,275.88,137,1,1,1
12752,4366.78,2262,1,0,0
12753,21429.39,11421,6,0,0
12754,3010.74,6481,3,1,1
12755,3811.9500000000003,1491,2,1,1
12756,112.08,144,1,0,0
12757,7834.650000000001,2395,13,0,0
12758,2791.59,2135,2,1,1
12759,1531.44,902,3,0,0
12762,1898.52,1227,2,0,0
12763,494.08,316,2,1,1
12764,1693.88,386,1,1,1
12766,6989.63,3646,7,0,0
12769,1143.6,356,1,1,0
12770,1351.45,743,1,1,1
12772,892.47,556,1,0,0
12775,1386.04,877,5,0,0
12778,822.23,825,6,0,0
12779,3981.36,2024,8,0,0
12781,826.74,671,2,0,0
12782,2330.92,1086,5,0,0
12783,2225.91,624,6,0,0
12784,532.82,280,2,0,0
12785,311.95,131,1,1,1
12787,463.66,261,3,0,0
12789,91.85,4,1,0,0
12790,324.92,166,1,1,1
12791,192.60000000000002,97,1,1,1
12792,400.54,217,1,1,1
12793,545.48,295,2,1,1
12794,860.41,592,2,0,0
12795,430.48,68,1,0,0
12797,254.03,118,1,1,1
12798,6977.04,5256,3,0,0
12802,427.58,314,1,1,1
12808,483.65000000000003,188,3,0,0
12809,489.31,220,1,1,1
12811,514.85,230,3,1,1
12812,229.64000000000001,164,1,0,1
12814,125.92,49,1,1,1
12815,1063.46,379,2,1,1
12816,572.2,128,2,1,1
12817,166.04000000000002,53,1,1,1
12818,1542.08,929,1,1,1
12820,942.34,722,4,0,0
12821,92.72,70,1,1,1
12822,948.88,550,2,0,0
12823,1759.5,230,5,0,0
12824,397.12,232,1,0,0
12826,1474.72,1058,7,0,0
12827,430.15,197,3,0,0
12828,1018.71,494,6,0,0
12829,293.0,376,2,1,1
12830,6814.64,9848,6,0,0
12831,215.05,135,1,1,1
12832,383.03000000000003,195,2,0,0
12833,417.38,156,1,1,1
12834,312.38,110,1,1,1
12836,2610.36,1062,4,0,0
12837,134.1,24,1,1,0
12838,671.95,355,2,0,0
12839,5591.42,3807,14,0,0
12840,2726.77,1511,4,1,1
12841,3991.58,2720,25,0,0
12842,1118.99,547,2,0,0
12843,1702.26,781,8,0,0
12844,325.96000000000004,125,2,0,0
12845,354.09000000000003,204,4,1,1
12847,843.64,873,1,0,0
12849,1010.29,597,2,0,0
12851,131.81,106,1,1,0
12852,311.55,149,1,1,1
12853,1957.1000000000001,800,6,1,1
12854,1316.25,626,3,0,0
12855,38.1,30,1,1,1
12856,2170.78,1076,6,0,0
12857,1106.4,343,2,1,0
12863,521.2,188,1,0,0
12864,147.12,216,1,1,0
12865,1568.23,925,2,0,0
12866,559.12,171,1,1,1
12867,4009.34,4284,7,0,0
12868,1607.0600000000002,928,6,1,1
12871,380.64,200,2,0,0
12872,599.97,319,2,1,1
12873,374.0,128,1,1,1
12875,343.2300000000001,2019,2,1,1
12876,2218.02,1941,2,0,0
12877,1535.77,1178,12,0,0
12878,854.99,547,2,1,1
12879,573.22,370,3,0,0
12881,298.0,21,1,1,1
12882,1463.04,246,2,0,0
12883,703.47,196,4,0,0
12884,309.05,43,1,0,0
12885,1175.22,655,3,0,0
12886,1378.4,770,2,0,0
12888,354.12,76,2,1,1
12890,376.71999999999997,256,1,0,0
12891,331.0,950,3,1,1
12893,176.55,90,1,0,0
12895,372.8,210,2,0,0
12897,216.5,110,2,1,0
12901,17654.54,23075,28,0,0
12902,138.68,66,1,1,1
12904,496.06,294,2,0,0
12906,2919.81,1749,5,0,0
12908,750.0,1200,2,1,1
12909,2178.67,1280,5,0,0
12910,3075.04,1692,8,0,0
12912,1662.3,670,5,0,0
12913,2483.63,1419,5,0,0
12915,363.65,93,2,1,1
12916,2944.95,1083,4,1,1
12917,594.0,120,1,1,1
12919,1335.19,673,6,0,0
12920,162.78,128,1,0,0
12921,16587.09,9526,37,0,0
12922,405.38,370,1,1,1
12923,172.82,68,1,0,0
12924,933.7,481,4,0,0
12925,694.05,541,2,0,0
12928,2062.7,1472,5,0,0
12929,117.85,37,1,1,1
12930,415.8,252,2,0,0
12931,42055.96,28004,15,0,0
12933,607.53,499,3,0,0
12935,2160.7,1853,7,0,0
12936,1063.9,559,4,0,0
12937,1504.27,1007,4,0,0
12938,114.14,140,1,0,0
12939,11581.8,4876,8,0,0
12940,899.69,404,2,0,0
12942,675.6,198,3,1,1
12944,604.51,289,2,0,0
12945,462.95,165,1,1,1
12947,1603.99,1165,6,1,1
12948,2064.95,1080,7,0,0
12949,4167.22,2381,8,0,0
12950,1843.0,1380,3,0,0
12951,1064.07,503,6,0,0
12952,1387.79,653,4,0,0
12953,329.85,84,1,0,0
12955,4757.16,3664,11,0,0
12956,108.07,34,1,1,1
12957,4017.54,2549,8,0,0
12962,266.39,129,2,0,0
12963,1856.63,881,8,0,0
12965,769.8100000000001,282,1,0,0
12966,160.18,75,1,0,0
12967,1660.9,438,2,1,0
12968,135.95,73,1,1,1
12970,405.47,268,4,0,0
12971,11189.91,9289,86,0,0
12974,144.8,24,1,1,0
12976,738.6,561,1,1,1
12977,39.239999999999995,12,1,1,1
12980,7374.900000000001,886,9,1,1
12981,372.21999999999997,242,2,0,0
12982,390.54,288,1,1,1
12984,97.5,26,1,0,0
12985,1239.38,1533,2,0,0
12987,558.7,219,2,0,0
12988,505.82,126,1,1,1
12989,6924.11,2943,15,0,0
12990,409.5,200,3,0,0
12991,503.76,405,2,0,0
12993,414.76,240,4,0,0
12994,974.42,459,3,0,0
12995,211.32,108,1,0,0
12997,1226.89,664,4,0,0
12999,455.88,342,3,1,1
13000,534.85,379,3,1,1
13001,9785.970000000001,5490,13,0,0
13002,120.95,73,1,1,1
13003,149.05,103,3,1,1
13004,5655.91,4822,18,0,0
13005,513.7,172,2,1,1
13006,81.57,55,1,0,0
13008,229.47,175,1,1,1
13011,50.550000000000004,13,1,1,1
13012,1646.8400000000001,820,8,0,0
13013,4810.9400000000005,2224,13,0,0
13014,3466.28,905,10,0,0
13015,3339.64,1609,5,0,0
13016,789.89,527,3,0,0
13017,204.0,48,1,0,0
13018,7277.7,5435,28,0,0
13021,2616.38,1352,9,0,0
13023,689.9,286,2,0,0
13026,975.36,1620,5,0,0
13027,6912.0,17280,6,1,1
13028,661.3199999999999,798,2,0,0
13029,1247.5,134,3,0,0
13030,752.44,348,2,0,0
13032,1010.1800000000001,375,2,0,0
13033,190.55,83,1,1,1
13034,642.77,369,2,0,0
13035,921.88,644,2,0,0
13037,881.07,431,3,1,1
13038,908.46,360,3,0,0
13040,676.99,355,2,0,0
13043,516.42,254,1,1,1
13044,560.47,429,1,1,1
13045,305.28000000000003,221,1,1,1
13046,629.31,264,2,0,0
13047,3237.54,1391,10,0,0
13048,1819.41,1228,4,0,0
13049,656.6800000000001,268,2,0,0
13050,5836.86,3748,17,0,0
13052,348.15000000000003,222,1,1,1
13055,1214.41,894,3,0,0
13058,271.40000000000003,52,3,0,0
13059,183.4,35,1,1,1
13060,307.53000000000003,123,1,1,1
13061,248.61,107,1,0,0
13062,346.98,343,1,1,1
13064,1105.59,514,4,0,0
13065,205.86,74,1,1,1
13066,470.8,322,2,0,0
13067,115.46000000000001,32,1,0,1
13068,344.0,200,2,0,0
13069,4431.44,5873,24,0,0
13070,228.8,110,1,1,1
13072,177.15,69,1,1,1
13075,919.61,485,1,1,1
13077,728.02,862,4,0,0
13078,12627.94,5630,26,0,0
13079,220.10000000000002,62,5,0,0
13080,58.08,120,1,1,0
13081,28337.38,19068,11,0,0
13082,3613.63,4324,9,1,1
13083,303.75,187,2,0,0
13085,416.08,216,2,1,1
13089,58762.08,31025,97,0,0
13090,8910.82,2263,14,0,0
13091,345.82,466,1,0,0
13092,477.83,279,5,0,0
13093,7832.47,3961,8,1,1
13094,1927.3200000000002,1716,12,0,0
13095,74.39999999999999,144,1,0,0
13097,6003.22,2360,10,0,0
13098,28882.44,15968,28,0,0
13099,207.36,288,1,1,1
13101,101.19,113,1,1,1
13102,6424.09,4204,24,0,0
13103,243.94,82,1,0,0
13104,1098.48,504,6,0,0
13106,76.5,18,1,1,1
13107,1531.6200000000001,1293,4,0,0
13108,350.06,298,1,1,1
13109,786.54,520,2,0,0
13110,1488.67,388,7,0,0
13113,12245.960000000001,3045,24,0,0
13115,2294.78,1567,4,0,0
13116,501.14,291,1,1,0
13117,984.91,945,8,0,0
13118,1197.81,410,5,0,0
13120,30.6,12,1,1,1
13121,283.73,252,1,1,1
13122,922.39,585,2,1,1
13124,3756.33,2119,3,0,0
13126,2099.64,2143,8,0,0
13127,259.17,127,1,0,0
13130,64.0,32,1,1,1
13131,1073.3,447,3,0,0
13132,77.3,20,1,1,1
13133,109.8,32,2,1,1
13134,1793.58,1059,4,0,0
13135,3096.0,4300,1,1,1
13136,2607.61,1328,5,0,0
13137,3603.29,2204,8,0,0
13138,962.39,473,6,0,0
13139,5064.9400000000005,2425,7,0,0
13140,422.47,185,3,1,1
13141,2388.75,1548,5,0,0
13142,307.09000000000003,258,1,0,0
13144,110.95,21,1,1,1
13145,618.52,145,4,0,0
13146,228.91,154,1,0,0
13147,712.8,144,4,0,0
13148,3683.26,1965,12,0,0
13149,1676.06,1280,4,0,0
13151,1257.8700000000001,363,1,1,0
13153,486.22,418,1,0,0
13155,971.76,497,4,0,0
13157,1741.22,1439,4,0,0
13158,1201.06,784,4,1,1
13159,1429.35,1058,4,0,0
13160,91.8,56,1,0,0
13161,112.75,29,1,1,1
13162,1688.29,1713,4,1,1
13165,1021.48,1376,2,0,0
13166,417.2,216,1,1,1
13167,791.33,785,4,0,0
13168,1299.59,670,4,0,0
13169,712.88,272,2,0,0
13170,108.81,141,1,0,0
13171,468.41,229,3,0,0
13173,353.65000000000003,277,2,0,0
13174,2742.82,1352,3,0,0
13176,481.49,448,1,0,0
13177,282.45,91,1,0,0
13178,5725.47,3570,11,0,0
13182,121.18,201,1,0,0
13183,3957.78,2208,9,0,0
13184,1668.95,1662,10,0,0
13185,71.4,12,1,1,1
13186,1575.89,820,3,0,0
13187,236.02,95,1,1,1
13188,114.6,25,1,0,0
13189,260.68,842,2,0,0
13192,911.94,595,2,1,1
13193,112.08,46,1,0,0
13194,60.7,26,1,1,1
13196,1797.78,1224,4,0,0
13198,3401.2400000000002,2648,6,0,0
13199,9817.12,6176,38,0,0
13200,870.09,516,4,0,0
13203,869.46,800,4,0,0
13207,250.26000000000002,130,2,0,0
13208,1217.65,803,6,0,0
13209,5891.61,4253,8,0,0
13210,353.48,316,1,1,0
13211,1095.42,834,3,0,0
13212,786.83,309,3,0,0
13213,1520.58,1360,5,0,0
13216,333.74,297,1,1,1
13217,533.98,262,3,1,1
13218,62.64,88,1,1,1
13220,819.2900000000001,196,4,0,0
13221,847.41,244,2,1,0
13223,163.2,88,2,1,1
13224,2155.95,1518,2,0,0
13225,6463.84,3416,7,0,0
13226,108.21000000000001,80,1,1,1
13227,257.7,99,1,1,1
13228,358.0,200,1,0,0
13229,160.95,63,1,1,1
13230,2755.63,1638,14,0,0
13232,1328.35,773,7,0,0
13233,605.12,1004,2,0,0
13235,1031.07,441,1,1,0
13236,744.85,416,2,0,0
13238,700.73,298,4,0,0
13239,329.56,327,1,1,1
13240,663.65,298,4,1,1
13242,270.40000000000003,130,3,1,0
13243,585.12,232,1,1,1
13244,121.74000000000001,38,1,1,1
13245,430.5,125,1,0,0
13246,1961.52,1587,6,0,0
13247,501.12,328,4,0,0
13248,465.68,305,2,1,1
13249,711.41,546,3,1,1
13253,1030.4,1572,2,1,0
13255,399.51,177,2,0,0
13258,672.83,282,3,0,0
13259,283.18,126,1,0,1
13260,557.62,142,1,0,0
13261,944.1,210,2,1,1
13262,200.29,125,1,1,1
13263,7436.93,4768,35,0,0
13265,2092.66,1740,5,0,0
13266,3834.2599999999998,4428,12,0,0
13267,4521.49,1969,19,0,0
13268,3174.75,3624,11,0,0
13269,5343.28,3513,15,0,0
13270,590.0,200,1,1,1
13271,211.49,240,1,0,0
13272,276.56,96,2,0,0
13273,138.98,153,1,1,1
13276,590.9300000000001,161,2,0,0
13277,258.4,176,4,0,0
13278,542.73,537,1,0,0
13279,137.75,73,1,0,0
13280,798.46,518,3,1,0
13282,1132.14,307,3,0,0
13283,93.66,90,2,0,0
13284,201.19,91,1,1,1
13285,2709.12,2051,4,0,0
13291,361.11,233,1,1,1
13292,578.94,347,2,0,0
13294,873.74,453,2,1,1
13295,201.20000000000002,82,1,1,1
13296,87.4,78,1,1,1
13297,2089.85,963,4,0,0
13298,360.0,96,1,0,0
13299,142.5,30,1,1,1
13300,371.89,203,1,1,1
13301,618.09,345,4,1,1
13302,63.75,5,1,1,1
13304,300.42,238,1,1,1
13305,2000.86,1232,10,0,0
13307,15.0,4,1,1,1
13308,1385.51,843,3,0,0
13309,1456.79,1544,5,0,0
13310,1132.03,587,3,0,0
13311,598.57,305,2,0,0
13313,1555.3200000000002,851,5,0,0
13314,775.94,560,3,0,0
13316,5732.93,5508,4,0,0
13317,2273.68,1035,6,0,0
13318,640.76,304,3,0,0
13319,10845.550000000001,4724,26,0,0
13320,1532.2,1086,4,0,0
13321,567.36,372,2,0,0
13322,199.48000000000002,117,1,0,0
13323,787.85,175,5,0,0
13324,7121.95,5205,10,0,0
13325,675.3,240,1,0,0
13327,3627.77,1600,8,0,0
13328,1308.48,680,1,1,1
13329,789.0,463,2,0,0
13330,1140.93,751,3,1,1
13332,350.90000000000003,179,1,0,0
13334,3502.32,1764,3,0,0
13336,795.12,559,1,0,0
13338,487.02,256,1,1,1
13339,860.12,326,1,1,0
13340,10736.48,5770,7,0,0
13341,775.85,301,1,1,0
13343,353.43,135,1,1,1
13344,2511.69,952,3,0,0
13345,389.5,141,1,1,1
13347,341.36,205,1,0,0
13348,233.76000000000002,136,1,0,1
13349,247.32,225,1,0,0
13350,979.12,287,2,0,0
13351,373.94,117,1,0,0
13352,397.98,321,1,0,0
13354,743.53,604,1,0,0
13355,674.7,314,1,1,1
13356,768.24,325,1,0,0
13357,609.4,321,1,1,1
13358,439.03000000000003,285,1,1,1
13359,439.56,161,1,0,0
13362,3090.7400000000002,1382,4,0,0
13363,992.5,710,2,0,0
13364,134.96,71,1,0,0
13365,2225.37,1247,2,0,0
13366,56.16,144,1,0,0
13368,623.4,327,2,1,1
13369,308.28000000000003,149,1,1,1
13370,754.87,343,1,1,1
13372,378.64,159,1,0,0
13373,3312.25,1651,3,0,0
13375,778.65,442,1,0,0
13376,1019.76,493,3,1,1
13379,572.56,601,3,0,0
13381,3639.31,2029,6,0,0
13382,222.99,131,1,1,1
13384,4151.93,2422,7,0,0
13385,534.57,281,1,1,0
13388,677.1,282,2,1,0
13389,797.96,429,3,0,0
13390,544.08,224,1,0,1
13391,59.8,4,1,1,1
13394,2520.02,2392,8,0,0
13395,307.72,336,1,1,1
13396,1360.99,600,2,0,0
13397,1544.13,430,5,0,0
13398,457.34000000000003,281,1,1,1
13402,621.23,479,2,1,1
13403,75.0,44,1,0,0
13404,252.49,111,2,0,0
13405,572.451,165,3,0,0
13408,28117.04,16232,62,0,0
13410,1003.06,518,5,0,0
13411,213.55,72,1,1,0
13414,1390.5,1574,3,1,1
13416,712.5,142,2,0,0
13417,640.83,162,2,0,0
13418,6127.43,3918,18,0,0
13419,221.06,275,1,0,0
13420,159.85,101,2,1,1
13421,1833.71,1128,2,0,0
13422,2626.3,1326,1,0,0
13425,1624.21,1123,3,1,0
13426,3641.32,2245,10,0,0
13427,582.6,545,3,0,0
13428,201.78,151,1,0,0
13429,1006.8,1390,4,0,0
13430,679.45,751,2,0,0
13431,1269.1,672,2,0,0
13434,534.24,300,2,0,0
13435,3809.89,2129,7,0,0
13436,196.89,76,1,0,0
13437,3408.06,1283,7,0,0
13439,283.71,242,1,1,0
13441,296.64,204,1,1,0
13447,1129.14,584,3,0,0
13448,3534.69,1648,6,0,0
13449,291.88,222,1,0,0
13450,2043.72,1982,6,0,0
13451,2898.2599999999998,2128,5,0,0
13452,590.0,2,2,1,1
13453,356.98,134,2,1,1
13455,1058.34,354,2,0,0
13456,1766.72,765,6,0,0
13458,9646.57,5508,14,0,0
13460,183.44,286,2,0,0
13461,1445.0,1170,3,0,0
13462,151.5,62,1,1,1
13464,674.68,403,1,0,1
13466,307.90000000000003,259,1,1,1
13467,1071.91,580,2,0,0
13468,5704.97,2589,37,0,0
13470,165.0,100,2,1,1
13471,2501.84,1583,4,0,0
13473,422.64,266,2,0,1
13474,226.84,129,1,1,1
13475,1431.78,1012,4,1,1
13476,1238.47,417,2,1,1
13477,1454.58,1021,6,0,0
13479,300.95,134,2,1,0
13481,1804.56,1142,5,0,0
13482,184.64000000000001,116,1,1,1
13483,140.34,160,1,0,0
13484,313.8,44,1,1,1
13485,454.24,277,1,1,1
13486,1122.41,669,3,0,0
13487,575.4,265,3,0,0
13488,8968.31,4518,13,0,0
13489,449.52,560,4,1,0
13491,1215.82,903,10,0,0
13492,1269.84,408,3,1,0
13493,618.63,380,2,1,1
13494,316.26000000000005,162,1,1,1
